MODEL,DATA_TYP,MODEL_INDEX,TEST_SPLIT,LAYERS,UNITS,RETURN_SEQUENCE,FORECAST_HORIZON,BATCH_SIZE,EPOCHS,STEPS,OPTIMIZER,LEARNING_RATE,NORMALIZATION,TRAINING_TIME,TEST_TIME,MAE,MSE,RMSE
lstm,Wind,1,0.4,1,32, False,25,32,5,2841,Adam,0.001,zscore,77.25224495,2.752644539,34.16289223,2538.278913,50.38133496
lstm,Wind,2,0.4,1,64, True,25,32,5,2841,Adam,0.001,zscore,75.88981271,2.732930422,29.42152934,1804.78942,42.48281323
lstm,Wind,3,0.4,1,64, False,25,32,5,2841,Adam,0.001,zscore,83.22807813,2.503546,29.94829757,1915.909169,43.7710997
lstm,Wind,4,0.4,1,128, True,25,32,5,2841,Adam,0.001,zscore,86.41488028,2.65080595,29.50760133,1869.194022,43.23417655
lstm,Wind,5,0.4,1,128, False,25,32,5,2841,Adam,0.001,zscore,76.2425518,2.7012043,31.45771379,2165.326621,46.53307018
lstm,Wind,6,0.4,2,32, True,25,32,5,2841,Adam,0.001,zscore,131.9319949,4.075233459,30.72495997,2056.731302,45.35119957
lstm,Wind,7,0.4,2,32, False,25,32,5,2841,Adam,0.001,zscore,129.6372888,4.154229641,29.15355638,1922.767591,43.8493739
lstm,Wind,8,0.4,2,64, True,25,32,5,2841,Adam,0.001,zscore,125.31971,3.956915617,28.80063175,1798.712463,42.41123039
lstm,Wind,9,0.4,2,64, False,25,32,5,2841,Adam,0.001,zscore,114.4522557,4.048927307,31.23119106,2018.173973,44.92409123
lstm,Wind,10,0.4,2,128, True,25,32,5,2841,Adam,0.001,zscore,118.3101151,3.963614225,31.99356357,1977.845819,44.47297852
lstm,Wind,11,0.4,2,128, False,25,32,5,2841,Adam,0.001,zscore,123.4765189,4.233353615,28.22986334,1673.131741,40.90393307
lstm,Wind,12,0.4,4,32, True,25,32,5,2841,Adam,0.001,zscore,226.266624,6.794999838,42.46099835,4464.380208,66.8160176
lstm,Wind,13,0.4,4,32, False,25,32,5,2841,Adam,0.001,zscore,195.8458269,7.18802166,31.5406453,2271.684408,47.66219055
lstm,Wind,14,0.4,4,64, True,25,32,5,2841,Adam,0.001,zscore,233.5709198,6.985567331,28.70494038,1840.065936,42.89598974
lstm,Wind,15,0.4,4,64, False,25,32,5,2841,Adam,0.001,zscore,210.3654191,7.062733889,41.457463,2788.536691,52.80659704
lstm,Wind,16,0.4,4,128, True,25,32,5,2841,Adam,0.001,zscore,216.1281219,7.108583927,31.70230307,2188.162552,46.77779978
lstm,Wind,17,0.4,4,128, False,25,32,5,2841,Adam,0.001,zscore,216.7307875,7.361730337,29.0980203,1815.604476,42.60991054
rnn,Wind,0,0.4,1,32, True,25,64,5,1421,Adam,0.001,zscore,41.21161389,2.33571744,30.94231954,2202.608193,46.93195279
rnn,Wind,1,0.4,1,32, False,25,64,5,1421,Adam,0.001,zscore,41.16967535,2.393438578,30.73758976,2191.169881,46.80993357
rnn,Wind,2,0.4,1,64, True,25,64,5,1421,Adam,0.001,zscore,40.69679761,2.198797464,29.79648408,1963.718133,44.31385938
rnn,Wind,3,0.4,1,64, False,25,64,5,1421,Adam,0.001,zscore,41.01095176,2.314027309,32.6374399,2327.471775,48.2438781
rnn,Wind,4,0.4,1,128, True,25,64,5,1421,Adam,0.001,zscore,42.68969035,2.270681381,36.11962441,2235.201639,47.27791914
rnn,Wind,5,0.4,1,128, False,25,64,5,1421,Adam,0.001,zscore,41.85305071,2.322807789,34.23334326,2157.01498,46.44367535
rnn,Wind,6,0.4,2,32, True,25,64,5,1421,Adam,0.001,zscore,69.04987407,3.444891691,32.20483021,2495.17505,49.95172719
rnn,Wind,7,0.4,2,32, False,25,64,5,1421,Adam,0.001,zscore,71.93505144,3.311024666,31.86212592,2460.738658,49.6058329
rnn,Wind,8,0.4,2,64, True,25,64,5,1421,Adam,0.001,zscore,65.72450852,3.338636398,47.05403752,4123.94755,64.21796906
rnn,Wind,9,0.4,2,64, False,25,64,5,1421,Adam,0.001,zscore,66.23363233,3.415593386,32.7449449,2401.389918,49.00397859
rnn,Wind,10,0.4,2,128, True,25,64,5,1421,Adam,0.001,zscore,68.55600786,3.554481268,32.58595071,2440.590627,49.40233422
rnn,Wind,11,0.4,2,128, False,25,64,5,1421,Adam,0.001,zscore,66.8840065,3.414892673,30.37275747,2097.385222,45.7972185
rnn,Wind,12,0.4,4,32, True,25,64,5,1421,Adam,0.001,zscore,120.5612705,5.334534168,39.49856777,3442.961165,58.67675148
rnn,Wind,13,0.4,4,32, False,25,64,5,1421,Adam,0.001,zscore,122.7621047,5.391874313,37.28816968,2809.01125,53.00010613
rnn,Wind,14,0.4,4,64, True,25,64,5,1421,Adam,0.001,zscore,119.7995615,5.357653141,37.13988773,3037.952912,55.11762796
rnn,Wind,15,0.4,4,64, False,25,64,5,1421,Adam,0.001,zscore,119.7402561,5.179601669,32.10200859,2470.097325,49.70007369
rnn,Wind,16,0.4,4,128, True,25,64,5,1421,Adam,0.001,zscore,117.2322958,5.518452644,38.52212896,3023.752913,54.98866168
rnn,Wind,17,0.4,4,128, False,25,64,5,1421,Adam,0.001,zscore,118.7699478,5.438366413,34.32097537,2380.058479,48.78584302
lstm,Wind,0,0.4,1,32, True,25,64,5,1421,Adam,0.001,zscore,58.58596611,2.759712458,29.35440499,1838.918441,42.88261234
lstm,Wind,1,0.4,1,32, False,25,64,5,1421,Adam,0.001,zscore,52.79063129,2.490895987,33.64814022,2618.320589,51.16952794
lstm,Wind,2,0.4,1,64, True,25,64,5,1421,Adam,0.001,zscore,53.1027751,2.697651386,30.49382416,1748.664311,41.81703374
lstm,Wind,3,0.4,1,64, False,25,64,5,1421,Adam,0.001,zscore,44.54473448,2.809584141,30.69256434,2038.260202,45.14709516
lstm,Wind,4,0.4,1,128, True,25,64,5,1421,Adam,0.001,zscore,55.03796625,2.720159054,28.92905267,1735.71281,41.66188678
lstm,Wind,5,0.4,1,128, False,25,64,5,1421,Adam,0.001,zscore,52.83582473,2.602134466,31.6869954,2044.853447,45.2200558
lstm,Wind,6,0.4,2,32, True,25,64,5,1421,Adam,0.001,zscore,85.14618301,4.047918081,30.39294228,2026.220405,45.01355802
lstm,Wind,7,0.4,2,32, False,25,64,5,1421,Adam,0.001,zscore,77.6300571,4.032370329,28.97060666,1857.493006,43.09864274
lstm,Wind,8,0.4,2,64, True,25,64,5,1421,Adam,0.001,zscore,86.35789442,4.240237474,28.42555216,1751.43836,41.85018948
lstm,Wind,9,0.4,2,64, False,25,64,5,1421,Adam,0.001,zscore,86.83548641,4.177044868,28.71535051,1729.353594,41.5854974
lstm,Wind,10,0.4,2,128, True,25,64,5,1421,Adam,0.001,zscore,78.4112215,4.365562201,36.17418619,2528.601935,50.28520593
lstm,Wind,11,0.4,2,128, False,25,64,5,1421,Adam,0.001,zscore,70.41849613,4.075457811,29.1042598,1721.565961,41.49175775
lstm,Wind,12,0.4,4,32, True,25,64,5,1421,Adam,0.001,zscore,134.1225545,7.06379056,29.7864791,1911.06601,43.71574098
lstm,Wind,13,0.4,4,32, False,25,64,5,1421,Adam,0.001,zscore,117.8023176,6.947526217,32.73755413,2152.094586,46.39067348
lstm,Wind,14,0.4,4,64, True,25,64,5,1421,Adam,0.001,zscore,134.5897279,7.089603186,30.75553911,1828.281309,42.7584063
lstm,Wind,15,0.4,4,64, False,25,64,5,1421,Adam,0.001,zscore,134.9682357,7.49963212,29.14895972,1821.630495,42.68056344
lstm,Wind,16,0.4,4,128, True,25,64,5,1421,Adam,0.001,zscore,137.2874238,7.122372389,31.60190307,2090.577247,45.7228307
lstm,Wind,17,0.4,4,128, False,25,64,5,1421,Adam,0.001,zscore,154.342165,7.078223467,28.06049119,1680.235123,40.99067117
rnn,Demand,0,0.3,1,32, True,25,32,5,3833,Adam,0.001,minmax,96.63839436,2.031033993,40.77797499,2397.634967,48.96565089
rnn,Demand,1,0.3,1,32, False,25,32,5,3833,Adam,0.001,minmax,93.09325743,2.148236752,29.88120037,1436.203596,37.8972769
rnn,Demand,2,0.3,1,64, True,25,32,5,3833,Adam,0.001,minmax,91.2840004,1.918821573,24.29880011,1079.191577,32.85105138
rnn,Demand,3,0.3,1,64, False,25,32,5,3833,Adam,0.001,minmax,94.16787243,2.166122198,25.62977259,1137.299017,33.72386421
rnn,Demand,4,0.3,1,128, True,25,32,5,3833,Adam,0.001,minmax,94.42750359,2.017761946,38.64747311,2044.076764,45.21146718
rnn,Demand,5,0.3,1,128, False,25,32,5,3833,Adam,0.001,minmax,93.67444921,2.019474745,21.88479016,916.0959848,30.26707757
rnn,Demand,6,0.3,2,32, True,25,32,5,3833,Adam,0.001,minmax,157.8981445,3.062556267,27.85961077,1208.590571,34.76478924
rnn,Demand,7,0.3,2,32, False,25,32,5,3833,Adam,0.001,minmax,155.4654803,2.943746328,22.0466359,864.8493048,29.40832033
rnn,Demand,8,0.3,2,64, True,25,32,5,3833,Adam,0.001,minmax,153.1242988,2.910544395,21.87674496,827.9161974,28.77353293
rnn,Demand,9,0.3,2,64, False,25,32,5,3833,Adam,0.001,minmax,155.1095753,2.902715445,23.43537322,1039.58634,32.24261683
rnn,Demand,10,0.3,2,128, True,25,32,5,3833,Adam,0.001,minmax,160.1879902,2.887210369,23.46051467,1043.914189,32.30966092
rnn,Demand,11,0.3,2,128, False,25,32,5,3833,Adam,0.001,minmax,155.9426606,2.962761879,28.44902216,1384.483719,37.20865114
rnn,Demand,12,0.3,4,32, True,25,32,5,3833,Adam,0.001,minmax,277.364826,4.712314367,27.5507789,1210.142478,34.78710217
rnn,Demand,13,0.3,4,32, False,25,32,5,3833,Adam,0.001,minmax,269.2137148,4.705806255,26.93453224,1147.121512,33.86918234
rnn,Demand,14,0.3,4,64, True,25,32,5,3833,Adam,0.001,minmax,288.2028773,4.993108511,22.35107486,933.9212957,30.56012591
rnn,Demand,15,0.3,4,64, False,25,32,5,3833,Adam,0.001,minmax,271.3234646,4.833162069,29.02906155,1410.674175,37.55894267
rnn,Demand,16,0.3,4,128, True,25,32,5,3833,Adam,0.001,minmax,276.3894334,4.740368128,24.9042869,1027.754821,32.05861539
rnn,Demand,17,0.3,4,128, False,25,32,5,3833,Adam,0.001,minmax,286.3598294,5.130749464,27.23650001,1218.065349,34.90079296
lstm,Demand,0,0.3,1,32, True,25,32,5,3833,Adam,0.001,minmax,94.13461542,2.397428274,21.65754948,841.3525001,29.00607695
lstm,Demand,1,0.3,1,32, False,25,32,5,3833,Adam,0.001,minmax,93.69423962,2.384346485,25.97299407,1208.011395,34.75645832
lstm,Demand,2,0.3,1,64, True,25,32,5,3833,Adam,0.001,minmax,95.77874589,2.426171303,23.2152814,974.826538,31.22221225
lstm,Demand,3,0.3,1,64, False,25,32,5,3833,Adam,0.001,minmax,93.96784735,2.321807861,27.15606185,1272.378016,35.67040812
lstm,Demand,4,0.3,1,128, True,25,32,5,3833,Adam,0.001,minmax,96.4675765,2.512190342,25.49253595,1154.341832,33.97560642
lstm,Demand,5,0.3,1,128, False,25,32,5,3833,Adam,0.001,minmax,96.0480969,2.374068499,33.26311834,1610.302492,40.12857451
lstm,Demand,6,0.3,2,32, True,25,32,5,3833,Adam,0.001,minmax,142.0193179,3.564330101,22.9119535,985.7541207,31.3967215
lstm,Demand,7,0.3,2,32, False,25,32,5,3833,Adam,0.001,minmax,147.4664052,3.698091269,19.91022782,766.7432095,27.69012838
lstm,Demand,8,0.3,2,64, True,25,32,5,3833,Adam,0.001,minmax,156.3030064,3.674339294,20.85882015,839.4981488,28.97409444
lstm,Demand,9,0.3,2,64, False,25,32,5,3833,Adam,0.001,minmax,153.6009994,3.715172052,20.60743376,823.9663859,28.70481468
lstm,Demand,10,0.3,2,128, True,25,32,5,3833,Adam,0.001,minmax,148.7312589,3.730996132,21.04522294,852.8108156,29.20292478
lstm,Demand,11,0.3,2,128, False,25,32,5,3833,Adam,0.001,minmax,149.7374797,3.765180826,21.87073724,898.2952742,29.97157444
lstm,Demand,12,0.3,4,32, True,25,32,5,3833,Adam,0.001,minmax,231.7111642,6.067664623,40.85301837,2431.072334,49.30590567
lstm,Demand,13,0.3,4,32, False,25,32,5,3833,Adam,0.001,minmax,247.1995382,6.175331354,25.24689374,1165.539168,34.13999368
lstm,Demand,14,0.3,4,64, True,25,32,5,3833,Adam,0.001,minmax,266.8020926,6.458169937,21.14238234,822.561947,28.68034078
lstm,Demand,15,0.3,4,64, False,25,32,5,3833,Adam,0.001,minmax,249.5744991,6.295617819,20.51795977,799.5904224,28.27702994
lstm,Demand,16,0.3,4,128, True,25,32,5,3833,Adam,0.001,minmax,259.8379252,6.386921883,34.67276236,1901.354112,43.6045194
lstm,Demand,17,0.3,4,128, False,25,32,5,3833,Adam,0.001,minmax,251.9949257,6.332139492,23.04523091,911.2551746,30.18700341
rnn,Demand,0,0.3,1,32, True,25,64,5,1917,Adam,0.001,minmax,50.55297518,2.101752758,28.66361131,1299.145984,36.04366774
rnn,Demand,1,0.3,1,32, False,25,64,5,1917,Adam,0.001,minmax,51.14292812,2.186879635,30.34903715,1523.762458,39.03540006
rnn,Demand,2,0.3,1,64, True,25,64,5,1917,Adam,0.001,minmax,51.17718554,2.0414114,26.29571778,1163.066388,34.10375915
rnn,Demand,3,0.3,1,64, False,25,64,5,1917,Adam,0.001,minmax,49.21964359,1.99474287,24.89132261,1130.865831,33.62834862
rnn,Demand,4,0.3,1,128, True,25,64,5,1917,Adam,0.001,minmax,49.58854628,1.952613592,60.19762234,4484.001483,66.96268724
rnn,Demand,5,0.3,1,128, False,25,64,5,1917,Adam,0.001,minmax,52.24478006,1.931782246,52.42605794,3644.041017,60.36589283
rnn,Demand,6,0.3,2,32, True,25,64,5,1917,Adam,0.001,minmax,80.2756629,2.856801033,39.79562923,2333.422121,48.30550819
rnn,Demand,7,0.3,2,32, False,25,64,5,1917,Adam,0.001,minmax,83.23817849,2.819817543,50.59129321,3450.648807,58.74222337
rnn,Demand,8,0.3,2,64, True,25,64,5,1917,Adam,0.001,minmax,85.5929575,3.08940959,26.71333111,1126.564036,33.56432683
rnn,Demand,9,0.3,2,64, False,25,64,5,1917,Adam,0.001,minmax,82.3430016,2.886162519,23.76198635,1040.757356,32.26077116
rnn,Demand,10,0.3,2,128, True,25,64,5,1917,Adam,0.001,minmax,85.42716503,2.977592468,21.96203111,919.9264917,30.33029
rnn,Demand,11,0.3,2,128, False,25,64,5,1917,Adam,0.001,minmax,78.43773246,2.84698534,48.53727016,3274.092805,57.21968896
rnn,Demand,12,0.3,4,32, True,25,64,5,1917,Adam,0.001,minmax,150.0785756,4.624171495,23.6079644,1035.995954,32.18689103
rnn,Demand,13,0.3,4,32, False,25,64,5,1917,Adam,0.001,minmax,152.4622397,4.831123352,27.1052843,1149.553507,33.9050661
rnn,Demand,14,0.3,4,64, True,25,64,5,1917,Adam,0.001,minmax,153.6451416,4.580361366,21.14973952,858.8665697,29.3064254
rnn,Demand,15,0.3,4,64, False,25,64,5,1917,Adam,0.001,minmax,150.8414731,4.739044428,23.43643531,1030.34672,32.09901431
rnn,Demand,16,0.3,4,128, True,25,64,5,1917,Adam,0.001,minmax,143.8073735,4.697139263,28.62856437,1401.844941,37.44121981
rnn,Demand,17,0.3,4,128, False,25,64,5,1917,Adam,0.001,minmax,157.1775529,4.799309492,22.66578859,942.4007537,30.69854644
lstm,Demand,0,0.3,1,32, True,25,64,5,1917,Adam,0.001,minmax,65.36629939,2.451433897,21.50633534,916.5260121,30.27418062
lstm,Demand,1,0.3,1,32, False,25,64,5,1917,Adam,0.001,minmax,60.94189405,2.312196255,21.58920221,926.4125334,30.4370257
lstm,Demand,2,0.3,1,64, True,25,64,5,1917,Adam,0.001,minmax,60.08004737,2.410990477,23.24237262,945.2834885,30.74546289
lstm,Demand,3,0.3,1,64, False,25,64,5,1917,Adam,0.001,minmax,63.54918575,2.228889227,21.40037789,901.8110564,30.0301691
lstm,Demand,4,0.3,1,128, True,25,64,5,1917,Adam,0.001,minmax,57.24406695,2.436742067,35.12103054,1923.106349,43.85323647
lstm,Demand,5,0.3,1,128, False,25,64,5,1917,Adam,0.001,minmax,55.62809563,2.434108019,22.81524122,941.2788701,30.68026842
lstm,Demand,6,0.3,2,32, True,25,64,5,1917,Adam,0.001,minmax,90.26303363,3.665701389,23.69350819,1056.773156,32.50804755
lstm,Demand,7,0.3,2,32, False,25,64,5,1917,Adam,0.001,minmax,96.23074293,3.606482506,22.72455695,922.9188385,30.3795793
lstm,Demand,8,0.3,2,64, True,25,64,5,1917,Adam,0.001,minmax,89.73203373,3.574885845,23.51221201,976.2118609,31.24438927
lstm,Demand,9,0.3,2,64, False,25,64,5,1917,Adam,0.001,minmax,79.57628894,3.630623341,38.72209435,2283.505118,47.78603476
lstm,Demand,10,0.3,2,128, True,25,64,5,1917,Adam,0.001,minmax,82.97236943,3.793268442,32.33368929,1698.295538,41.21038143
lstm,Demand,11,0.3,2,128, False,25,64,5,1917,Adam,0.001,minmax,89.18230724,3.600679874,21.65549661,894.3257634,29.90527986
lstm,Demand,12,0.3,4,32, True,25,64,5,1917,Adam,0.001,minmax,155.268455,6.432139158,22.50630556,962.1218085,31.01808841
lstm,Demand,13,0.3,4,32, False,25,64,5,1917,Adam,0.001,minmax,151.9333224,6.146233082,29.81151867,1516.111857,38.93728106
lstm,Demand,14,0.3,4,64, True,25,64,5,1917,Adam,0.001,minmax,171.3466423,6.544837952,27.87959106,1371.172711,37.02934932
lstm,Demand,15,0.3,4,64, False,25,64,5,1917,Adam,0.001,minmax,170.4971256,6.670577049,22.08358508,950.2979262,30.82690264
lstm,Demand,16,0.3,4,128, True,25,64,5,1917,Adam,0.001,minmax,161.1404989,6.543364048,22.56777796,917.1162817,30.28392778
lstm,Demand,17,0.3,4,128, False,25,64,5,1917,Adam,0.001,minmax,140.9139836,6.26506424,32.87789523,1752.532183,41.86325576
rnn,Demand,0,0.2,1,32, True,25,32,5,4380,Adam,0.001,minmax,97.70853925,1.384064913,25.98827568,1178.581084,34.33046874
rnn,Demand,1,0.2,1,32, False,25,32,5,4380,Adam,0.001,minmax,95.95481038,1.260629654,29.13711722,1417.835768,37.65416004
rnn,Demand,2,0.2,1,64, True,25,32,5,4380,Adam,0.001,minmax,102.4637372,1.469621658,20.62904113,828.7800335,28.78853997
rnn,Demand,3,0.2,1,64, False,25,32,5,4380,Adam,0.001,minmax,96.07169127,1.299888611,24.1477498,970.5508941,31.15366582
rnn,Demand,4,0.2,1,128, True,25,32,5,4380,Adam,0.001,minmax,103.6014578,1.351808071,20.58111492,794.2283266,28.18205682
rnn,Demand,5,0.2,1,128, False,25,32,5,4380,Adam,0.001,minmax,97.39281511,1.332015038,22.79034261,959.2016633,30.97098099
rnn,Demand,6,0.2,2,32, True,25,32,5,4380,Adam,0.001,minmax,167.5753539,1.985184908,25.83007965,1170.322573,34.20997768
rnn,Demand,7,0.2,2,32, False,25,32,5,4380,Adam,0.001,minmax,164.3261721,1.853268862,24.0420812,1006.873917,31.73127664
rnn,Demand,8,0.2,2,64, True,25,32,5,4380,Adam,0.001,minmax,167.4515846,2.005462885,23.8102749,999.1228288,31.60890426
rnn,Demand,9,0.2,2,64, False,25,32,5,4380,Adam,0.001,minmax,172.2651107,1.882162571,20.62904843,818.6396835,28.61188011
rnn,Demand,10,0.2,2,128, True,25,32,5,4380,Adam,0.001,minmax,160.0175557,1.846813679,24.22682031,1077.13392,32.81971847
rnn,Demand,11,0.2,2,128, False,25,32,5,4380,Adam,0.001,minmax,166.7744973,1.796671867,29.91283785,1460.09672,38.21121197
rnn,Demand,12,0.2,4,32, True,25,32,5,4380,Adam,0.001,minmax,290.8307376,2.906529665,30.9596532,1514.461985,38.91608903
rnn,Demand,13,0.2,4,32, False,25,32,5,4380,Adam,0.001,minmax,306.2517192,3.262392521,22.43557987,874.6123686,29.57384602
rnn,Demand,14,0.2,4,64, True,25,32,5,4380,Adam,0.001,minmax,310.5023923,3.231933832,21.54980081,838.2682675,28.95286286
rnn,Demand,15,0.2,4,64, False,25,32,5,4380,Adam,0.001,minmax,297.1779115,3.114621401,22.59761734,937.0121961,30.61065494
rnn,Demand,16,0.2,4,128, True,25,32,5,4380,Adam,0.001,minmax,316.8208237,3.260418653,20.61588742,810.8154927,28.47482208
rnn,Demand,17,0.2,4,128, False,25,32,5,4380,Adam,0.001,minmax,308.3472497,2.96534586,25.7586924,1103.480265,33.21867343
lstm,Demand,0,0.2,1,32, True,25,32,5,4380,Adam,0.001,minmax,97.3655014,1.794037342,21.33875124,853.1633825,29.20896065
lstm,Demand,1,0.2,1,32, False,25,32,5,4380,Adam,0.001,minmax,95.96490932,1.555005074,22.2971734,877.7455468,29.62677078
lstm,Demand,2,0.2,1,64, True,25,32,5,4380,Adam,0.001,minmax,104.2246299,1.783858299,20.18845805,789.557206,28.09906059
lstm,Demand,3,0.2,1,64, False,25,32,5,4380,Adam,0.001,minmax,94.9962697,1.590649605,29.51027502,1425.054401,37.74989272
lstm,Demand,4,0.2,1,128, True,25,32,5,4380,Adam,0.001,minmax,99.40395904,1.764845371,23.51595785,1016.126651,31.87674153
lstm,Demand,5,0.2,1,128, False,25,32,5,4380,Adam,0.001,minmax,104.1052053,1.590219975,20.32860647,790.7933138,28.12104752
lstm,Demand,6,0.2,2,32, True,25,32,5,4380,Adam,0.001,minmax,163.0555289,2.439061403,22.28361186,869.5172733,29.48757829
lstm,Demand,7,0.2,2,32, False,25,32,5,4380,Adam,0.001,minmax,161.1345162,2.550156116,20.34919922,795.9443887,28.2124864
lstm,Demand,8,0.2,2,64, True,25,32,5,4380,Adam,0.001,minmax,156.3707545,2.536186934,25.99341739,1169.001367,34.19066198
lstm,Demand,9,0.2,2,64, False,25,32,5,4380,Adam,0.001,minmax,149.2878838,2.536841154,22.55311283,941.347119,30.68138066
lstm,Demand,10,0.2,2,128, True,25,32,5,4380,Adam,0.001,minmax,177.4465897,2.620003223,20.33267442,802.9166876,28.33578458
lstm,Demand,11,0.2,2,128, False,25,32,5,4380,Adam,0.001,minmax,142.6372702,2.488291264,20.03009087,774.2500978,27.82534991
lstm,Demand,12,0.2,4,32, True,25,32,5,4380,Adam,0.001,minmax,282.979002,4.291676044,21.11933987,825.5235393,28.73192544
lstm,Demand,13,0.2,4,32, False,25,32,5,4380,Adam,0.001,minmax,261.6844852,4.413918972,22.40028206,955.38215,30.9092567
lstm,Demand,14,0.2,4,64, True,25,32,5,4380,Adam,0.001,minmax,264.797364,4.341716528,42.78465667,2481.568344,49.81534246
lstm,Demand,15,0.2,4,64, False,25,32,5,4380,Adam,0.001,minmax,258.3342121,4.308862209,21.94223268,921.740199,30.36017455
lstm,Demand,16,0.2,4,128, True,25,32,5,4380,Adam,0.001,minmax,257.3594244,4.748848915,25.05649338,1053.508815,32.45780053
lstm,Demand,17,0.2,4,128, False,25,32,5,4380,Adam,0.001,minmax,287.3432887,4.643269539,20.27164273,779.8652452,27.92606749
rnn,Demand,0,0.2,1,32, True,25,64,5,2190,Adam,0.001,minmax,56.92573929,1.283061743,22.37205854,912.0002306,30.19934156
rnn,Demand,1,0.2,1,32, False,25,64,5,2190,Adam,0.001,minmax,56.27424216,1.249245882,25.53747981,1180.175661,34.35368482
rnn,Demand,2,0.2,1,64, True,25,64,5,2190,Adam,0.001,minmax,55.71819067,1.33909297,21.03324611,839.3846231,28.97213529
rnn,Demand,3,0.2,1,64, False,25,64,5,2190,Adam,0.001,minmax,54.53363538,1.258125305,21.09583736,820.2747232,28.6404386
rnn,Demand,4,0.2,1,128, True,25,64,5,2190,Adam,0.001,minmax,56.50941372,1.326978922,25.50862922,1050.803099,32.41609321
rnn,Demand,5,0.2,1,128, False,25,64,5,2190,Adam,0.001,minmax,54.40798545,1.306830406,23.54178606,1015.31206,31.86396177
rnn,Demand,6,0.2,2,32, True,25,64,5,2190,Adam,0.001,minmax,91.63026881,1.872553349,29.63630714,1443.310682,37.99092895
rnn,Demand,7,0.2,2,32, False,25,64,5,2190,Adam,0.001,minmax,90.07769036,1.854130983,25.56260309,1068.181901,32.68305219
rnn,Demand,8,0.2,2,64, True,25,64,5,2190,Adam,0.001,minmax,91.51413465,1.953184605,78.65189995,7912.466441,88.95204574
rnn,Demand,9,0.2,2,64, False,25,64,5,2190,Adam,0.001,minmax,92.73598671,1.875279188,20.61377264,818.655943,28.61216425
rnn,Demand,10,0.2,2,128, True,25,64,5,2190,Adam,0.001,minmax,92.56036305,1.835747719,28.08863754,1394.645076,37.34494713
rnn,Demand,11,0.2,2,128, False,25,64,5,2190,Adam,0.001,minmax,92.17537951,1.854034901,23.11431566,944.6171905,30.73462527
rnn,Demand,12,0.2,4,32, True,25,64,5,2190,Adam,0.001,minmax,155.4358108,3.08192873,32.72913249,1776.002676,42.14264676
rnn,Demand,13,0.2,4,32, False,25,64,5,2190,Adam,0.001,minmax,161.0616455,2.959559202,22.30039436,949.1649332,30.80852046
rnn,Demand,14,0.2,4,64, True,25,64,5,2190,Adam,0.001,minmax,164.0677817,2.903034449,22.97526166,946.8239862,30.77050513
rnn,Demand,15,0.2,4,64, False,25,64,5,2190,Adam,0.001,minmax,157.5326016,3.128685713,22.31392735,895.4854284,29.92466254
rnn,Demand,16,0.2,4,128, True,25,64,5,2190,Adam,0.001,minmax,162.016361,3.004989862,24.74366093,989.7954224,31.46101433
rnn,Demand,17,0.2,4,128, False,25,64,5,2190,Adam,0.001,minmax,165.3513327,3.06473875,23.13089988,916.7112754,30.27724022
lstm,Demand,0,0.2,1,32, True,25,64,5,2190,Adam,0.001,minmax,68.69077158,1.736449003,22.37551759,916.71176,30.27724822
lstm,Demand,1,0.2,1,32, False,25,64,5,2190,Adam,0.001,minmax,66.40816402,1.564054012,22.5578543,926.3297698,30.43566608
lstm,Demand,2,0.2,1,64, True,25,64,5,2190,Adam,0.001,minmax,57.51615977,1.745224953,21.22713162,876.7562071,29.61006935
lstm,Demand,3,0.2,1,64, False,25,64,5,2190,Adam,0.001,minmax,64.02776551,1.662762403,20.85349312,851.3571448,29.17802503
lstm,Demand,4,0.2,1,128, True,25,64,5,2190,Adam,0.001,minmax,63.01866293,1.7339468,20.5824077,818.6021717,28.61122458
lstm,Demand,5,0.2,1,128, False,25,64,5,2190,Adam,0.001,minmax,63.34630656,1.600716114,21.30592363,853.6357256,29.21704512
lstm,Demand,6,0.2,2,32, True,25,64,5,2190,Adam,0.001,minmax,110.1184812,2.490880251,21.06314293,879.875716,29.66269907
lstm,Demand,7,0.2,2,32, False,25,64,5,2190,Adam,0.001,minmax,108.8457627,2.461562157,23.35883177,959.5119498,30.97598989
lstm,Demand,8,0.2,2,64, True,25,64,5,2190,Adam,0.001,minmax,109.0038366,2.477051735,20.34378817,806.0786092,28.39152354
lstm,Demand,9,0.2,2,64, False,25,64,5,2190,Adam,0.001,minmax,107.2895303,2.627640724,20.5877847,834.64365,28.8901999
lstm,Demand,10,0.2,2,128, True,25,64,5,2190,Adam,0.001,minmax,94.25785804,2.620961189,20.64113712,811.9169651,28.49415668
lstm,Demand,11,0.2,2,128, False,25,64,5,2190,Adam,0.001,minmax,94.62130618,2.542170525,22.84701341,917.2423855,30.28600973
lstm,Demand,12,0.2,4,32, True,25,64,5,2190,Adam,0.001,minmax,174.1171501,4.245314121,27.43485771,1226.992412,35.02845146
lstm,Demand,13,0.2,4,32, False,25,64,5,2190,Adam,0.001,minmax,144.8879979,4.230331421,32.56743479,1735.368871,41.65775884
lstm,Demand,14,0.2,4,64, True,25,64,5,2190,Adam,0.001,minmax,178.9717433,4.221421003,23.07385157,993.7008214,31.5230205
lstm,Demand,15,0.2,4,64, False,25,64,5,2190,Adam,0.001,minmax,192.8758035,4.613929272,20.55013566,826.6129016,28.75087654
