MODEL,DATA_TYP,MODEL_INDEX,TEST_SPLIT,LAYERS,UNITS,RETURN_SEQUENCE,FORECAST_HORIZON,BATCH_SIZE,EPOCHS,STEPS,OPTIMIZER,LEARNING_RATE,NORMALIZATION,TRAINING_TIME,TEST_TIME,MAE,MSE,RMSE
rnn,Demand,13,0.2,4,32, False,25,64,5,2190,Adam,0.001,zscore,160.9243379,3.02714777,24.12536646,998.1004061,31.59272711
rnn,Demand,14,0.2,4,64, True,25,64,5,2190,Adam,0.001,zscore,157.4765928,2.922051668,20.85267498,801.7510097,28.3152081
rnn,Demand,15,0.2,4,64, False,25,64,5,2190,Adam,0.001,zscore,165.892926,3.120264053,21.06464446,783.7272316,27.99512871
rnn,Demand,16,0.2,4,128, True,25,64,5,2190,Adam,0.001,zscore,163.9411685,2.935227394,23.29815903,973.0640159,31.19397403
rnn,Demand,17,0.2,4,128, False,25,64,5,2190,Adam,0.001,zscore,158.7624576,2.955543756,27.26723104,1131.645923,33.63994534
lstm,Demand,0,0.2,1,32, True,25,64,5,2190,Adam,0.001,zscore,62.91068387,1.702787876,20.11795853,730.5240745,27.02820887
lstm,Demand,1,0.2,1,32, False,25,64,5,2190,Adam,0.001,zscore,66.49753833,1.622859955,19.43504735,694.0003262,26.34388594
lstm,Demand,2,0.2,1,64, True,25,64,5,2190,Adam,0.001,zscore,63.62531233,1.692215443,20.34288247,740.2638371,27.20779001
lstm,Demand,3,0.2,1,64, False,25,64,5,2190,Adam,0.001,zscore,67.0986042,1.570981026,19.53318903,693.0823829,26.32645785
lstm,Demand,4,0.2,1,128, True,25,64,5,2190,Adam,0.001,zscore,60.58396888,1.753028154,22.27997647,882.3153928,29.70379425
lstm,Demand,5,0.2,1,128, False,25,64,5,2190,Adam,0.001,zscore,62.88308287,1.580746412,18.43166281,637.0200814,25.23925675
lstm,Demand,6,0.2,2,32, True,25,64,5,2190,Adam,0.001,zscore,92.96649933,2.555763006,20.96093326,794.5011734,28.18689719
lstm,Demand,7,0.2,2,32, False,25,64,5,2190,Adam,0.001,zscore,99.4996779,2.483515501,20.37113837,765.8675643,27.67431236
lstm,Demand,8,0.2,2,64, True,25,64,5,2190,Adam,0.001,zscore,93.66480637,2.567891359,20.07378304,723.9304553,26.90595576
lstm,Demand,9,0.2,2,64, False,25,64,5,2190,Adam,0.001,zscore,92.3631568,2.565745115,21.68346624,824.538386,28.71477644
lstm,Demand,10,0.2,2,128, True,25,64,5,2190,Adam,0.001,zscore,101.5351777,2.564594269,19.54688076,690.497633,26.27732165
lstm,Demand,11,0.2,2,128, False,25,64,5,2190,Adam,0.001,zscore,93.12378073,2.594696999,20.55090445,783.6504992,27.99375822
lstm,Demand,12,0.2,4,32, True,25,64,5,2190,Adam,0.001,zscore,159.9960291,4.242739916,22.18431687,873.795704,29.56003559
lstm,Demand,13,0.2,4,32, False,25,64,5,2190,Adam,0.001,zscore,160.8421717,4.238030672,22.30422015,908.0384463,30.13367628
lstm,Demand,14,0.2,4,64, True,25,64,5,2190,Adam,0.001,zscore,161.2637537,4.261014938,21.16110275,785.3250244,28.02365116
lstm,Demand,15,0.2,4,64, False,25,64,5,2190,Adam,0.001,zscore,144.5913174,4.195109367,20.81683691,778.5013402,27.90163687
lstm,Demand,16,0.2,4,128, True,25,64,5,2190,Adam,0.001,zscore,151.1903794,4.387245893,22.28939765,962.388064,31.02238005
lstm,Demand,17,0.2,4,128, False,25,64,5,2190,Adam,0.001,zscore,182.9111733,4.34276104,21.20418836,798.041022,28.24961986
rnn,Demand,0,0.4,1,32, True,25,32,5,3285,Adam,0.001,zscore,85.49699855,2.710534096,23.35709869,934.9122598,30.57633496
rnn,Demand,1,0.4,1,32, False,25,32,5,3285,Adam,0.001,zscore,88.94614363,2.700878382,21.83125056,845.0630611,29.06996837
rnn,Demand,2,0.4,1,64, True,25,32,5,3285,Adam,0.001,zscore,86.39637375,2.748378754,23.48879206,941.8408876,30.68942632
rnn,Demand,3,0.4,1,64, False,25,32,5,3285,Adam,0.001,zscore,87.32113385,2.702103615,22.38919157,901.6186827,30.02696593
rnn,Demand,4,0.4,1,128, True,25,32,5,3285,Adam,0.001,zscore,86.60569429,2.714461327,20.13702307,758.1521873,27.5345635
rnn,Demand,5,0.4,1,128, False,25,32,5,3285,Adam,0.001,zscore,85.2065351,2.599996328,29.17104084,1378.059192,37.12221965
rnn,Demand,6,0.4,2,32, True,25,32,5,3285,Adam,0.001,zscore,142.7752419,3.872598171,20.90200105,834.0325112,28.87962104
rnn,Demand,7,0.4,2,32, False,25,32,5,3285,Adam,0.001,zscore,147.1022048,3.780744314,22.83824125,930.6157547,30.50599539
rnn,Demand,8,0.4,2,64, True,25,32,5,3285,Adam,0.001,zscore,141.7326152,4.015020847,20.72301655,809.9534267,28.45968072
rnn,Demand,9,0.4,2,64, False,25,32,5,3285,Adam,0.001,zscore,144.5185442,3.918798208,19.94751958,782.1620288,27.96715983
rnn,Demand,10,0.4,2,128, True,25,32,5,3285,Adam,0.001,zscore,143.8900676,3.700005531,20.80238654,839.8323434,28.979861
rnn,Demand,11,0.4,2,128, False,25,32,5,3285,Adam,0.001,zscore,140.3877354,3.812782049,23.13844257,954.3603281,30.8927229
rnn,Demand,12,0.4,4,32, True,25,32,5,3285,Adam,0.001,zscore,253.3220639,6.05594945,22.97794838,998.0957462,31.59265336
rnn,Demand,13,0.4,4,32, False,25,32,5,3285,Adam,0.001,zscore,249.313009,6.16673398,33.49213704,1790.190966,42.31064837
rnn,Demand,14,0.4,4,64, True,25,32,5,3285,Adam,0.001,zscore,254.579247,6.129113436,21.83072983,891.543953,29.85873328
rnn,Demand,15,0.4,4,64, False,25,32,5,3285,Adam,0.001,zscore,264.4996374,6.300795555,20.31506262,805.784386,28.38634154
rnn,Demand,16,0.4,4,128, True,25,32,5,3285,Adam,0.001,zscore,255.5253065,6.095551252,28.77368572,1449.145443,38.06764299
rnn,Demand,17,0.4,4,128, False,25,32,5,3285,Adam,0.001,zscore,245.7927904,6.003447533,25.21512474,1121.673222,33.49139026
lstm,Demand,0,0.4,1,32, True,25,32,5,3285,Adam,0.001,zscore,89.18399072,3.154116392,20.90197409,823.1791616,28.691099
lstm,Demand,1,0.4,1,32, False,25,32,5,3285,Adam,0.001,zscore,91.85819578,2.95012641,20.77125093,795.120878,28.19788783
lstm,Demand,2,0.4,1,64, True,25,32,5,3285,Adam,0.001,zscore,89.67458773,2.991714478,20.48976531,787.356603,28.05987532
lstm,Demand,3,0.4,1,64, False,25,32,5,3285,Adam,0.001,zscore,94.74713397,2.793867826,21.27898584,857.7264861,29.28696785
lstm,Demand,4,0.4,1,128, True,25,32,5,3285,Adam,0.001,zscore,90.26219797,3.039711475,24.98447997,1067.69256,32.67556518
lstm,Demand,5,0.4,1,128, False,25,32,5,3285,Adam,0.001,zscore,92.41352105,3.023076057,22.17208462,900.4284923,30.00714069
lstm,Demand,6,0.4,2,32, True,25,32,5,3285,Adam,0.001,zscore,136.9335868,4.418991804,20.54459411,793.5242064,28.1695617
lstm,Demand,7,0.4,2,32, False,25,32,5,3285,Adam,0.001,zscore,125.754081,4.574285984,21.30493442,861.1422133,29.34522471
lstm,Demand,8,0.4,2,64, True,25,32,5,3285,Adam,0.001,zscore,138.4975066,4.931545258,21.17004913,805.8872359,28.38815309
lstm,Demand,9,0.4,2,64, False,25,32,5,3285,Adam,0.001,zscore,140.2741017,4.580772638,19.00922185,718.4337139,26.80361382
lstm,Demand,10,0.4,2,128, True,25,32,5,3285,Adam,0.001,zscore,151.5390656,4.920029402,20.94858572,820.1120178,28.63759798
lstm,Demand,11,0.4,2,128, False,25,32,5,3285,Adam,0.001,zscore,148.4888237,4.642436266,23.96246106,1068.313883,32.68507126
lstm,Demand,12,0.4,4,32, True,25,32,5,3285,Adam,0.001,zscore,255.6792159,8.235006571,26.78109677,1376.809154,37.10537904
lstm,Demand,13,0.4,4,32, False,25,32,5,3285,Adam,0.001,zscore,216.3638475,7.767754316,22.06952663,953.6861372,30.88180916
lstm,Demand,14,0.4,4,64, True,25,32,5,3285,Adam,0.001,zscore,217.5090418,7.816400766,23.88288453,1011.145938,31.79852101
lstm,Demand,15,0.4,4,64, False,25,32,5,3285,Adam,0.001,zscore,234.2507875,8.425498962,23.3249352,909.6918157,30.16109772
lstm,Demand,16,0.4,4,128, True,25,32,5,3285,Adam,0.001,zscore,258.3150361,8.39320302,20.29860986,770.5517674,27.75881423
lstm,Demand,17,0.4,4,128, False,25,32,5,3285,Adam,0.001,zscore,274.0782449,7.981092691,21.22911123,803.6659598,28.3490028
rnn,Demand,0,0.4,1,32, True,25,64,5,1643,Adam,0.001,zscore,50.46825099,2.588045359,21.31716366,837.9014835,28.946528
rnn,Demand,1,0.4,1,32, False,25,64,5,1643,Adam,0.001,zscore,50.0257659,2.556344748,20.89182982,809.9748825,28.46005767
rnn,Demand,2,0.4,1,64, True,25,64,5,1643,Adam,0.001,zscore,48.95125461,2.587892771,19.76132987,725.043986,26.92664082
rnn,Demand,3,0.4,1,64, False,25,64,5,1643,Adam,0.001,zscore,49.41652417,2.628773928,20.05720373,740.5406895,27.21287727
rnn,Demand,4,0.4,1,128, True,25,64,5,1643,Adam,0.001,zscore,48.74182916,2.664913177,19.24688679,695.640682,26.37500108
rnn,Demand,5,0.4,1,128, False,25,64,5,1643,Adam,0.001,zscore,47.22930574,2.629333019,21.14402491,822.6199839,28.68135255
rnn,Demand,6,0.4,2,32, True,25,64,5,1643,Adam,0.001,zscore,84.43518257,3.890830994,22.23607204,875.2965664,29.58541138
rnn,Demand,7,0.4,2,32, False,25,64,5,1643,Adam,0.001,zscore,80.95907164,3.706364632,24.3259396,1053.603266,32.45925548
rnn,Demand,8,0.4,2,64, True,25,64,5,1643,Adam,0.001,zscore,75.28921485,3.898166418,24.62183558,1053.813836,32.46249892
rnn,Demand,9,0.4,2,64, False,25,64,5,1643,Adam,0.001,zscore,75.99116254,3.760244131,25.04518886,1042.642679,32.289978
rnn,Demand,10,0.4,2,128, True,25,64,5,1643,Adam,0.001,zscore,80.6667285,3.906196117,22.47726904,900.8782318,30.01463363
rnn,Demand,11,0.4,2,128, False,25,64,5,1643,Adam,0.001,zscore,76.92874861,3.916068077,21.21242224,798.4535869,28.25692104
rnn,Demand,12,0.4,4,32, True,25,64,5,1643,Adam,0.001,zscore,144.3493187,5.996634722,20.57851596,810.0222358,28.46088958
rnn,Demand,13,0.4,4,32, False,25,64,5,1643,Adam,0.001,zscore,136.6592331,6.110039234,26.92442694,1237.13852,35.17297997
rnn,Demand,14,0.4,4,64, True,25,64,5,1643,Adam,0.001,zscore,131.9602768,6.136389732,30.14045673,1453.897338,38.13000574
rnn,Demand,15,0.4,4,64, False,25,64,5,1643,Adam,0.001,zscore,135.8767796,6.384017706,26.87934324,1191.384723,34.51644135
rnn,Demand,16,0.4,4,128, True,25,64,5,1643,Adam,0.001,zscore,136.5465252,6.248382092,22.74746479,898.085359,29.96807233
rnn,Demand,17,0.4,4,128, False,25,64,5,1643,Adam,0.001,zscore,131.7262433,5.958893776,39.66894376,2441.939962,49.41598893
lstm,Demand,0,0.4,1,32, True,25,64,5,1643,Adam,0.001,zscore,58.61997008,3.185640812,23.10484835,1016.828193,31.88774362
lstm,Demand,1,0.4,1,32, False,25,64,5,1643,Adam,0.001,zscore,57.7637341,2.981164932,21.82911906,875.1778871,29.5834056
lstm,Demand,2,0.4,1,64, True,25,64,5,1643,Adam,0.001,zscore,54.42440438,3.045562506,23.97401643,1000.855444,31.63629947
lstm,Demand,3,0.4,1,64, False,25,64,5,1643,Adam,0.001,zscore,57.48856068,3.025048018,22.16714591,891.9556792,29.86562705
lstm,Demand,4,0.4,1,128, True,25,64,5,1643,Adam,0.001,zscore,50.08152747,3.213736534,23.76593939,1037.679794,32.21303764
lstm,Demand,5,0.4,1,128, False,25,64,5,1643,Adam,0.001,zscore,54.48667288,3.15576148,18.45916024,661.7999345,25.72547248
lstm,Demand,6,0.4,2,32, True,25,64,5,1643,Adam,0.001,zscore,85.32131433,4.642149687,22.69068605,885.9992294,29.76573919
lstm,Demand,7,0.4,2,32, False,25,64,5,1643,Adam,0.001,zscore,93.41687465,4.650012255,20.2987953,796.4330307,28.2211451
lstm,Demand,8,0.4,2,64, True,25,64,5,1643,Adam,0.001,zscore,92.39350629,4.656862974,19.86273903,734.9373982,27.10972885
lstm,Demand,9,0.4,2,64, False,25,64,5,1643,Adam,0.001,zscore,99.98383522,4.658951044,18.70112964,672.6736087,25.93595205
lstm,Demand,10,0.4,2,128, True,25,64,5,1643,Adam,0.001,zscore,77.50893974,4.792534828,21.28214378,834.6229818,28.88984219
lstm,Demand,11,0.4,2,128, False,25,64,5,1643,Adam,0.001,zscore,77.08979392,4.590494394,24.71970528,1091.255108,33.03415064
lstm,Demand,12,0.4,4,32, True,25,64,5,1643,Adam,0.001,zscore,147.2801387,8.010291815,20.80132576,779.0036315,27.91063653
lstm,Demand,13,0.4,4,32, False,25,64,5,1643,Adam,0.001,zscore,163.0576053,8.00133276,20.39476004,762.307952,27.60992488
lstm,Demand,14,0.4,4,64, True,25,64,5,1643,Adam,0.001,zscore,146.0129135,7.74075532,20.72271843,784.9455442,28.01687963
lstm,Demand,15,0.4,4,64, False,25,64,5,1643,Adam,0.001,zscore,147.9908659,8.258224487,25.17659351,1120.682354,33.47659413
lstm,Demand,16,0.4,4,128, True,25,64,5,1643,Adam,0.001,zscore,132.9246747,8.101746321,27.52690415,1277.581408,35.7432708
lstm,Demand,17,0.4,4,128, False,25,64,5,1643,Adam,0.001,zscore,150.3659501,7.947973967,22.12823796,884.2319498,29.7360379
rnn,Wind,0,0.3,1,32, True,25,32,5,3314,Adam,0.001,None,62.71982598,1.234254837,677.6210116,828735.1305,910.3489059
rnn,Wind,1,0.3,1,32, False,25,32,5,3314,Adam,0.001,None,61.76078963,1.331692457,663.8929706,796661.6052,892.5590206
rnn,Wind,2,0.3,1,64, True,25,32,5,3314,Adam,0.001,None,63.00539494,1.241356611,608.3687256,664937.3659,815.4369172
rnn,Wind,3,0.3,1,64, False,25,32,5,3314,Adam,0.001,None,61.99021482,1.272856474,606.7021241,660478.6279,812.6983622
rnn,Wind,4,0.3,1,128, True,25,32,5,3314,Adam,0.001,None,61.52742863,1.342416525,570.9142619,572399.1173,756.5706294
rnn,Wind,5,0.3,1,128, False,25,32,5,3314,Adam,0.001,None,59.86975741,1.351280928,581.4795835,595994.3028,772.0066727
rnn,Wind,6,0.3,2,32, True,25,32,5,3314,Adam,0.001,None,101.8986287,1.7246387,637.0727913,727490.5085,852.9305415
rnn,Wind,7,0.3,2,32, False,25,32,5,3314,Adam,0.001,None,100.2178314,1.610674143,637.1117381,728468.5917,853.5037151
rnn,Wind,8,0.3,2,64, True,25,32,5,3314,Adam,0.001,None,104.1809015,1.681360006,544.0541372,501137.8541,707.9109083
rnn,Wind,9,0.3,2,64, False,25,32,5,3314,Adam,0.001,None,101.0245833,1.728913784,542.7441181,496292.4961,704.4803021
rnn,Wind,10,0.3,2,128, True,25,32,5,3314,Adam,0.001,None,91.3972888,1.737376213,548.1393872,505150.3923,710.739328
rnn,Wind,11,0.3,2,128, False,25,32,5,3314,Adam,0.001,None,101.0168748,1.779713869,531.6375621,465563.2925,682.321986
rnn,Wind,12,0.3,4,32, True,25,32,5,3314,Adam,0.001,None,176.5386331,2.466716528,645.5381699,732534.1286,855.8820763
rnn,Wind,13,0.3,4,32, False,25,32,5,3314,Adam,0.001,None,178.5839746,2.381289244,641.4545942,731875.5227,855.4972371
rnn,Wind,14,0.3,4,64, True,25,32,5,3314,Adam,0.001,None,176.9156172,2.288321733,547.6744269,500935.9611,707.7682962
rnn,Wind,15,0.3,4,64, False,25,32,5,3314,Adam,0.001,None,181.6405625,2.820183039,629.0709645,645459.4045,803.404882
rnn,Wind,16,0.3,4,128, True,25,32,5,3314,Adam,0.001,None,177.0181212,2.59086585,544.1041599,491623.8479,701.158932
rnn,Wind,17,0.3,4,128, False,25,32,5,3314,Adam,0.001,None,180.4867477,3.02594471,614.6206374,589336.3796,767.6824732
lstm,Wind,0,0.3,1,32, True,25,32,5,3314,Adam,0.001,None,79.08948684,1.97629714,769.6984293,1045273.21,1022.386037
lstm,Wind,1,0.3,1,32, False,25,32,5,3314,Adam,0.001,None,77.73525786,1.791857004,744.2650268,985979.0262,992.9647659
lstm,Wind,2,0.3,1,64, True,25,32,5,3314,Adam,0.001,None,78.94351506,1.934319258,694.5752709,871137.6946,933.3475744
lstm,Wind,3,0.3,1,64, False,25,32,5,3314,Adam,0.001,None,78.07760906,1.792097092,696.3277442,876495.1518,936.2131978
lstm,Wind,4,0.3,1,128, True,25,32,5,3314,Adam,0.001,None,75.67722797,1.82110548,668.9221376,808393.9354,899.1072991
lstm,Wind,5,0.3,1,128, False,25,32,5,3314,Adam,0.001,None,73.26435161,1.797930241,671.6467315,816423.8027,903.5617315
lstm,Wind,6,0.3,2,32, True,25,32,5,3314,Adam,0.001,None,120.7711215,2.931632042,684.4428144,843438.5003,918.3890789
lstm,Wind,7,0.3,2,32, False,25,32,5,3314,Adam,0.001,None,122.4235904,2.803924084,686.3990195,845787.6025,919.6671151
lstm,Wind,8,0.3,2,64, True,25,32,5,3314,Adam,0.001,None,120.7121458,2.606569767,567.3235183,560508.1214,748.6709033
lstm,Wind,9,0.3,2,64, False,25,32,5,3314,Adam,0.001,None,121.6026425,2.926239967,575.2032803,585448.2602,765.1459078
lstm,Wind,10,0.3,2,128, True,25,32,5,3314,Adam,0.001,None,123.2226706,2.840746641,518.5834711,443738.2195,666.1367874
lstm,Wind,11,0.3,2,128, False,25,32,5,3314,Adam,0.001,None,120.7950981,2.967788696,519.5906789,450110.8402,670.9030036
lstm,Wind,12,0.3,4,32, True,25,32,5,3314,Adam,0.001,None,209.6417851,4.73923254,686.603481,844790.6195,919.1249205
lstm,Wind,13,0.3,4,32, False,25,32,5,3314,Adam,0.001,None,210.5576155,4.71824789,684.6066685,844032.9813,918.7126761
lstm,Wind,14,0.3,4,64, True,25,32,5,3314,Adam,0.001,None,215.2773812,5.338912249,567.8107816,562231.2589,749.8208178
lstm,Wind,15,0.3,4,64, False,25,32,5,3314,Adam,0.001,None,215.3741934,5.318981886,582.5595033,571000.7148,755.6458925
lstm,Wind,16,0.3,4,128, True,25,32,5,3314,Adam,0.001,None,215.9089003,5.041493893,524.6930567,444256.0617,666.5253646
lstm,Wind,17,0.3,4,128, False,25,32,5,3314,Adam,0.001,None,211.6678059,5.157068491,530.6008667,464989.4068,681.9013175
rnn,Wind,0,0.3,1,32, True,25,64,5,1657,Adam,0.001,None,36.97863674,1.280637264,761.7368597,1026303.815,1013.06654
rnn,Wind,1,0.3,1,32, False,25,64,5,1657,Adam,0.001,None,34.92638969,1.254796028,762.9140369,1027932.267,1013.869946
rnn,Wind,2,0.3,1,64, True,25,64,5,1657,Adam,0.001,None,36.36091185,1.314646244,651.199881,765491.5155,874.9237198
rnn,Wind,3,0.3,1,64, False,25,64,5,1657,Adam,0.001,None,36.81569147,1.363354683,666.8756055,802278.9519,895.7002578
rnn,Wind,4,0.3,1,128, True,25,64,5,1657,Adam,0.001,None,36.99085736,1.2920084,584.3586025,605101.3102,777.8825813
rnn,Wind,5,0.3,1,128, False,25,64,5,1657,Adam,0.001,None,34.29607534,1.223279476,580.4874362,594613.0428,771.1115632
rnn,Wind,6,0.3,2,32, True,25,64,5,1657,Adam,0.001,None,57.55222869,1.679310799,760.9557232,1023223.171,1011.544943
rnn,Wind,7,0.3,2,32, False,25,64,5,1657,Adam,0.001,None,57.99837089,1.609158993,760.1188895,1021553.11,1010.719106
rnn,Wind,8,0.3,2,64, True,25,64,5,1657,Adam,0.001,None,60.84601808,1.690906525,649.2680126,753576.2549,868.0877
rnn,Wind,9,0.3,2,64, False,25,64,5,1657,Adam,0.001,None,58.55136728,1.886427641,645.5589114,747684.499,864.6875153
rnn,Wind,10,0.3,2,128, True,25,64,5,1657,Adam,0.001,None,59.06534004,1.727512836,546.9801779,511408.3554,715.1282091
rnn,Wind,11,0.3,2,128, False,25,64,5,1657,Adam,0.001,None,58.43540716,1.812314034,546.5279129,506430.5688,711.639353
rnn,Wind,12,0.3,4,32, True,25,64,5,1657,Adam,0.001,None,105.3030474,2.343600512,760.756012,1021979.096,1010.929818
rnn,Wind,13,0.3,4,32, False,25,64,5,1657,Adam,0.001,None,106.3735161,2.545067549,765.1148454,1022904.82,1011.387571
rnn,Wind,14,0.3,4,64, True,25,64,5,1657,Adam,0.001,None,106.0241961,2.322662592,654.5885635,751282.9896,866.7658217
rnn,Wind,15,0.3,4,64, False,25,64,5,1657,Adam,0.001,None,104.4094937,2.495983601,665.6727323,760175.3283,871.8803406
rnn,Wind,16,0.3,4,128, True,25,64,5,1657,Adam,0.001,None,104.0388002,2.298474789,570.1085961,554206.8306,744.4506905
rnn,Wind,17,0.3,4,128, False,25,64,5,1657,Adam,0.001,None,103.5329418,2.528936386,609.2676613,573495.4675,757.2948353
lstm,Wind,0,0.3,1,32, True,25,64,5,1657,Adam,0.001,None,52.73083806,2.048815489,844.7776586,1209792.868,1099.905845
lstm,Wind,1,0.3,1,32, False,25,64,5,1657,Adam,0.001,None,55.32166433,1.909071445,816.7538253,1148813.361,1071.827113
lstm,Wind,2,0.3,1,64, True,25,64,5,1657,Adam,0.001,None,55.65718126,2.082362413,757.0072037,1015814.438,1007.876202
lstm,Wind,3,0.3,1,64, False,25,64,5,1657,Adam,0.001,None,50.63999152,1.781896591,744.2254285,986274.7118,993.113645
lstm,Wind,4,0.3,1,128, True,25,64,5,1657,Adam,0.001,None,52.66187263,2.201871157,684.0359377,845857.3338,919.7050254
lstm,Wind,5,0.3,1,128, False,25,64,5,1657,Adam,0.001,None,50.76748896,1.834282398,656.6702121,780841.6795,883.6524654
lstm,Wind,6,0.3,2,32, True,25,64,5,1657,Adam,0.001,None,84.38101792,2.585226774,796.8716147,1105620.742,1051.485017
lstm,Wind,7,0.3,2,32, False,25,64,5,1657,Adam,0.001,None,82.89196539,2.886615515,797.6178271,1106684.429,1051.990698
lstm,Wind,8,0.3,2,64, True,25,64,5,1657,Adam,0.001,None,83.58736825,2.645694971,690.919306,858393.18,926.4951052
lstm,Wind,9,0.3,2,64, False,25,64,5,1657,Adam,0.001,None,82.49873376,2.707172394,691.073735,859270.0872,926.9682234
lstm,Wind,10,0.3,2,128, True,25,64,5,1657,Adam,0.001,None,88.97982883,2.934847593,573.9802736,579319.9499,761.1307048
lstm,Wind,11,0.3,2,128, False,25,64,5,1657,Adam,0.001,None,83.6855967,2.719845772,575.9637791,585674.1227,765.293488
lstm,Wind,12,0.3,4,32, True,25,64,5,1657,Adam,0.001,None,147.6453543,4.857054472,797.1320072,1105997.682,1051.664244
lstm,Wind,13,0.3,4,32, False,25,64,5,1657,Adam,0.001,None,150.4140048,5.204775572,796.7895394,1104309.358,1050.861246
lstm,Wind,14,0.3,4,64, True,25,64,5,1657,Adam,0.001,None,151.5121305,4.768812418,694.1564776,860741.3505,927.7614728
lstm,Wind,15,0.3,4,64, False,25,64,5,1657,Adam,0.001,None,147.5347538,4.797314882,691.6608186,860100.0356,927.4157836
lstm,Wind,16,0.3,4,128, True,25,64,5,1657,Adam,0.001,None,151.8195729,4.870189667,582.3908704,594974.6617,771.3460065
lstm,Wind,17,0.3,4,128, False,25,64,5,1657,Adam,0.001,None,161.2985196,4.895105124,576.3697343,579377.9516,761.1688062
rnn,Wind,0,0.2,1,32, True,25,32,5,3788,Adam,0.001,None,66.41446924,0.921898842,624.3642984,735561.1199,857.6485993
rnn,Wind,1,0.2,1,32, False,25,32,5,3788,Adam,0.001,None,68.8883791,0.978979111,614.5425684,710209.3015,842.7391658
rnn,Wind,2,0.2,1,64, True,25,32,5,3788,Adam,0.001,None,63.49432182,0.90379262,568.2220462,583481.7537,763.8597736
rnn,Wind,3,0.2,1,64, False,25,32,5,3788,Adam,0.001,None,65.63566995,0.934246302,577.221341,607899.8417,779.6793198
rnn,Wind,4,0.2,1,128, True,25,32,5,3788,Adam,0.001,None,65.09622216,0.926689148,556.6255091,548730.5263,740.7634753
rnn,Wind,5,0.2,1,128, False,25,32,5,3788,Adam,0.001,None,64.29756403,0.927182436,553.3313413,544878.746,738.1590249
rnn,Wind,6,0.2,2,32, True,25,32,5,3788,Adam,0.001,None,107.3410845,1.211248875,592.2657199,640696.5243,800.4352093
rnn,Wind,7,0.2,2,32, False,25,32,5,3788,Adam,0.001,None,107.1141462,1.169188261,590.7905368,638798.9912,799.249017
rnn,Wind,8,0.2,2,64, True,25,32,5,3788,Adam,0.001,None,109.1602259,1.19411397,540.1522657,475774.404,689.7640205
rnn,Wind,9,0.2,2,64, False,25,32,5,3788,Adam,0.001,None,109.2573707,1.255345583,528.4079213,453269.9269,673.2532413
rnn,Wind,10,0.2,2,128, True,25,32,5,3788,Adam,0.001,None,106.3821237,1.253149271,516.1798932,425517.8685,652.3173066
rnn,Wind,11,0.2,2,128, False,25,32,5,3788,Adam,0.001,None,105.9879546,1.145556688,523.5509029,449752.9137,670.6362007
rnn,Wind,12,0.2,4,32, True,25,32,5,3788,Adam,0.001,None,193.2277918,2.050545692,623.5801147,660966.6733,812.9985691
rnn,Wind,13,0.2,4,32, False,25,32,5,3788,Adam,0.001,None,197.5524008,1.792698145,593.5746361,643540.0982,802.2095102
rnn,Wind,14,0.2,4,64, True,25,32,5,3788,Adam,0.001,None,200.9000978,1.678864717,554.5528512,489987.4951,699.9910679
rnn,Wind,15,0.2,4,64, False,25,32,5,3788,Adam,0.001,None,196.8419113,1.923377037,542.115452,491802.9613,701.286647
rnn,Wind,16,0.2,4,128, True,25,32,5,3788,Adam,0.001,None,206.984967,1.995469809,535.7678453,467150.1389,683.4838249
rnn,Wind,17,0.2,4,128, False,25,32,5,3788,Adam,0.001,None,199.2915766,2.097775221,544.8712722,511247.0405,715.0154128
lstm,Wind,0,0.2,1,32, True,25,32,5,3788,Adam,0.001,None,81.64622426,1.46261692,721.7623584,976366.5302,988.1126101
lstm,Wind,1,0.2,1,32, False,25,32,5,3788,Adam,0.001,None,80.29500556,1.308003187,697.1538749,918388.5977,958.325935
lstm,Wind,2,0.2,1,64, True,25,32,5,3788,Adam,0.001,None,83.69025159,1.458847523,620.0799681,725361.5777,851.6816176
lstm,Wind,3,0.2,1,64, False,25,32,5,3788,Adam,0.001,None,80.39936686,1.306061268,622.3661346,731879.5897,855.4996141
lstm,Wind,4,0.2,1,128, True,25,32,5,3788,Adam,0.001,None,75.54044962,1.48282361,628.0932607,746517.9938,864.0127278
lstm,Wind,5,0.2,1,128, False,25,32,5,3788,Adam,0.001,None,75.80973077,1.314173937,615.7734302,714584.3224,845.3308952
lstm,Wind,6,0.2,2,32, True,25,32,5,3788,Adam,0.001,None,131.298526,2.056222677,628.9365435,744120.4673,862.624175
lstm,Wind,7,0.2,2,32, False,25,32,5,3788,Adam,0.001,None,123.7234442,2.030532598,629.3054469,745138.0397,863.2137856
lstm,Wind,8,0.2,2,64, True,25,32,5,3788,Adam,0.001,None,128.2490351,2.054231405,536.9725751,491770.8406,701.2637454
lstm,Wind,9,0.2,2,64, False,25,32,5,3788,Adam,0.001,None,122.9642506,2.007942915,552.4082405,522317.5535,722.7154028
lstm,Wind,10,0.2,2,128, True,25,32,5,3788,Adam,0.001,None,134.527106,2.25968504,525.9391208,445378.6755,667.3669721
lstm,Wind,11,0.2,2,128, False,25,32,5,3788,Adam,0.001,None,121.5113719,2.261756897,531.4856789,454900.3148,674.4629826
lstm,Wind,12,0.2,4,32, True,25,32,5,3788,Adam,0.001,None,218.4059379,4.018642426,636.8129619,748262.4404,865.0216416
